,equity
2024-11-01 00:00:00+00:00,1069797.5694522783
2024-11-02 00:00:00+00:00,1068546.254721025
2024-11-03 00:00:00+00:00,1067016.721179514
2024-11-04 00:00:00+00:00,1067331.0750393146
2024-11-05 00:00:00+00:00,1067334.7320984649
2024-11-06 00:00:00+00:00,1066807.8323974106
2024-11-07 00:00:00+00:00,1069535.4066722274
2024-11-08 00:00:00+00:00,1072368.1848332048
2024-11-09 00:00:00+00:00,1073625.2711325784
2024-11-10 00:00:00+00:00,1070070.1896095462
2024-11-11 00:00:00+00:00,1065395.2343967704
2024-11-12 00:00:00+00:00,1064633.3281703754
2024-11-13 00:00:00+00:00,1064671.8899498421
2024-11-14 00:00:00+00:00,1064655.595624677
2024-11-15 00:00:00+00:00,1064249.187105289
2024-11-16 00:00:00+00:00,1064370.179491608
2024-11-17 00:00:00+00:00,1064235.788323232
2024-11-18 00:00:00+00:00,1064107.7969537792
2024-11-19 00:00:00+00:00,1064000.7517728964
2024-11-20 00:00:00+00:00,1063872.3760684666
2024-11-21 00:00:00+00:00,1063725.8489557812
2024-11-22 00:00:00+00:00,1063586.7580034514
2024-11-23 00:00:00+00:00,1063445.7147599924
2024-11-24 00:00:00+00:00,1063305.8855225884
2024-11-25 00:00:00+00:00,1063165.6179702112
2024-11-26 00:00:00+00:00,1063032.9061040324
2024-11-27 00:00:00+00:00,1062901.3890012775
2024-11-28 00:00:00+00:00,1062764.1500847356
2024-11-29 00:00:00+00:00,1062394.896267377
2024-11-30 00:00:00+00:00,1062394.896267377
2024-12-01 00:00:00+00:00,1062394.896267377
2024-12-02 00:00:00+00:00,1061507.0176918926
2024-12-03 00:00:00+00:00,1062931.0202747118
2024-12-04 00:00:00+00:00,1063098.7863193143
2024-12-05 00:00:00+00:00,1059505.097194331
2024-12-06 00:00:00+00:00,1061844.349898716
2024-12-07 00:00:00+00:00,1064213.235005423
2024-12-08 00:00:00+00:00,1064353.423345529
2024-12-09 00:00:00+00:00,1062716.3291641811
2024-12-10 00:00:00+00:00,1063893.534711618
2024-12-11 00:00:00+00:00,1061039.848664546
2024-12-12 00:00:00+00:00,1062448.605268052
2024-12-13 00:00:00+00:00,1064566.536324231
2024-12-14 00:00:00+00:00,1066576.1509195021
2024-12-15 00:00:00+00:00,1064844.6148065538
2024-12-16 00:00:00+00:00,1064472.4182344452
2024-12-17 00:00:00+00:00,1066549.750212292
2024-12-18 00:00:00+00:00,1064067.039593832
2024-12-19 00:00:00+00:00,1063085.6698662587
2024-12-20 00:00:00+00:00,1063572.7812494438
2024-12-21 00:00:00+00:00,1067318.9388285868
2024-12-22 00:00:00+00:00,1066154.2975553633
2024-12-23 00:00:00+00:00,1067529.8140092092
2024-12-24 00:00:00+00:00,1066169.793618095
2024-12-25 00:00:00+00:00,1068130.0862355665
2024-12-26 00:00:00+00:00,1066426.6305698408
2024-12-27 00:00:00+00:00,1067253.4329853577
2024-12-28 00:00:00+00:00,1067253.4329853577
2024-12-29 00:00:00+00:00,1067253.4329853577
2024-12-30 00:00:00+00:00,1067253.4329853577
2024-12-31 00:00:00+00:00,1067253.4329853577
2025-01-01 00:00:00+00:00,1067253.4329853577
2025-01-02 00:00:00+00:00,1067253.4329853577
2025-01-03 00:00:00+00:00,1068559.4916234377
2025-01-04 00:00:00+00:00,1069234.975739503
2025-01-05 00:00:00+00:00,1069621.9487227153
2025-01-06 00:00:00+00:00,1069361.2654369543
2025-01-07 00:00:00+00:00,1068095.9079356217
2025-01-08 00:00:00+00:00,1067917.7599814811
2025-01-09 00:00:00+00:00,1067972.230066905
2025-01-10 00:00:00+00:00,1068509.2097328727
2025-01-11 00:00:00+00:00,1070171.5874622506
2025-01-12 00:00:00+00:00,1069014.891935449
2025-01-13 00:00:00+00:00,1069551.0845743367
2025-01-14 00:00:00+00:00,1068958.6117728385
2025-01-15 00:00:00+00:00,1068805.3776267085
2025-01-16 00:00:00+00:00,1068676.3878670072
2025-01-17 00:00:00+00:00,1067702.8935571807
2025-01-18 00:00:00+00:00,1067237.893723912
2025-01-19 00:00:00+00:00,1065682.3879626903
2025-01-20 00:00:00+00:00,1065340.935431243
2025-01-21 00:00:00+00:00,1067196.0800567712
2025-01-22 00:00:00+00:00,1068345.479043306
2025-01-23 00:00:00+00:00,1068662.8486591694
2025-01-24 00:00:00+00:00,1069909.5208770665
2025-01-25 00:00:00+00:00,1070508.6613289008
2025-01-26 00:00:00+00:00,1070260.087950937
2025-01-27 00:00:00+00:00,1070371.3657396575
2025-01-28 00:00:00+00:00,1071486.72700967
2025-01-29 00:00:00+00:00,1071312.6550104837
2025-01-30 00:00:00+00:00,1071211.6606116581
2025-01-31 00:00:00+00:00,1070919.5221139258
2025-02-01 00:00:00+00:00,1070919.5221139258
2025-02-02 00:00:00+00:00,1070919.5221139258
2025-02-03 00:00:00+00:00,1070919.5221139258
2025-02-04 00:00:00+00:00,1070919.5221139258
2025-02-05 00:00:00+00:00,1070919.5221139258
2025-02-06 00:00:00+00:00,1070919.5221139258
2025-02-07 00:00:00+00:00,1070919.5221139258
2025-02-08 00:00:00+00:00,1070919.5221139258
2025-02-09 00:00:00+00:00,1070919.5221139258
2025-02-10 00:00:00+00:00,1070919.5221139258
2025-02-11 00:00:00+00:00,1070919.5221139258
2025-02-12 00:00:00+00:00,1070919.5221139258
2025-02-13 00:00:00+00:00,1070919.5221139258
2025-02-14 00:00:00+00:00,1070919.5221139258
2025-02-15 00:00:00+00:00,1070919.5221139258
2025-02-16 00:00:00+00:00,1070919.5221139258
2025-02-17 00:00:00+00:00,1070919.5221139258
2025-02-18 00:00:00+00:00,1070919.5221139258
2025-02-19 00:00:00+00:00,1070919.5221139258
2025-02-20 00:00:00+00:00,1070919.5221139258
2025-02-21 00:00:00+00:00,1070919.5221139258
2025-02-22 00:00:00+00:00,1070919.5221139258
2025-02-23 00:00:00+00:00,1070919.5221139258
2025-02-24 00:00:00+00:00,1070919.5221139258
2025-02-25 00:00:00+00:00,1070919.5221139258
2025-02-26 00:00:00+00:00,1070919.5221139258
2025-02-27 00:00:00+00:00,1070919.5221139258
2025-02-28 00:00:00+00:00,1070919.5221139258
2025-03-01 00:00:00+00:00,1070919.5221139258
2025-03-02 00:00:00+00:00,1061322.4477999238
2025-03-03 00:00:00+00:00,1055225.182360088
2025-03-04 00:00:00+00:00,1052453.7736446657
2025-03-05 00:00:00+00:00,1053225.0809779102
2025-03-06 00:00:00+00:00,1054027.9343952753
2025-03-07 00:00:00+00:00,1056067.3647828635
2025-03-08 00:00:00+00:00,1059399.5135004714
2025-03-09 00:00:00+00:00,1052501.3197430903
2025-03-10 00:00:00+00:00,1051188.8009060633
2025-03-11 00:00:00+00:00,1048404.5906076699
2025-03-12 00:00:00+00:00,1050887.0821926284
2025-03-13 00:00:00+00:00,1052017.0484372051
2025-03-14 00:00:00+00:00,1053002.9068546465
2025-03-15 00:00:00+00:00,1054681.7161534065
2025-03-16 00:00:00+00:00,1053085.2480007994
2025-03-17 00:00:00+00:00,1053490.8455481664
2025-03-18 00:00:00+00:00,1056020.1898759652
2025-03-19 00:00:00+00:00,1053600.9833143884
2025-03-20 00:00:00+00:00,1053703.4093302598
2025-03-21 00:00:00+00:00,1056882.8240932578
2025-03-22 00:00:00+00:00,1058555.6100479898
2025-03-23 00:00:00+00:00,1057369.9092650844
2025-03-24 00:00:00+00:00,1057383.0607115678
2025-03-25 00:00:00+00:00,1058717.7044479242
2025-03-26 00:00:00+00:00,1059891.1950825925
2025-03-27 00:00:00+00:00,1060770.6038591652
2025-03-28 00:00:00+00:00,1060594.1133848892
2025-03-29 00:00:00+00:00,1060594.1133848892
2025-03-30 00:00:00+00:00,1060594.1133848892
2025-03-31 00:00:00+00:00,1060594.1133848892
2025-04-01 00:00:00+00:00,1060594.1133848892
2025-04-02 00:00:00+00:00,1058982.1182334383
2025-04-03 00:00:00+00:00,1057561.7977504956
2025-04-04 00:00:00+00:00,1056956.2458756773
2025-04-05 00:00:00+00:00,1057442.8908997779
2025-04-06 00:00:00+00:00,1049054.8659649978
2025-04-07 00:00:00+00:00,1050913.1125985363
2025-04-08 00:00:00+00:00,1053814.512198441
2025-04-09 00:00:00+00:00,1046819.4801570856
2025-04-10 00:00:00+00:00,1047854.6082866535
2025-04-11 00:00:00+00:00,1045309.6318319074
2025-04-12 00:00:00+00:00,1044314.088940039
2025-04-13 00:00:00+00:00,1044380.7424086989
2025-04-14 00:00:00+00:00,1046479.1465821775
2025-04-15 00:00:00+00:00,1049843.6303807653
2025-04-16 00:00:00+00:00,1051801.6557343963
2025-04-17 00:00:00+00:00,1053254.1154686895
2025-04-18 00:00:00+00:00,1055579.2314216525
2025-04-19 00:00:00+00:00,1056417.9849553397
2025-04-20 00:00:00+00:00,1056379.5339999872
2025-04-21 00:00:00+00:00,1055141.9541669218
2025-04-22 00:00:00+00:00,1052063.810984155
2025-04-23 00:00:00+00:00,1051964.4460647972
2025-04-24 00:00:00+00:00,1051853.922795496
2025-04-25 00:00:00+00:00,1051549.650647811
